cleanName,groupId,groupName,productId,subTypeName,extCardType,extNumber,extRarity,releaseDate,releaseYear,marketPrice
Dreepy,2626,SWSH02: Rebel Clash,213175,Normal,Psychic,089/192,Common,2020-05-01,2020,0.09
Dubwool V,2626,SWSH02: Rebel Clash,213253,Holofoil,Colorless,153/192,Ultra Rare,2020-05-01,2020,0.7
Dubwool V Full Art,2626,SWSH02: Rebel Clash,213254,Holofoil,Colorless,188/192,Ultra Rare,2020-05-01,2020,2.04
Duraludon,2626,SWSH02: Rebel Clash,213236,Holofoil,Metal,138/192,Holo Rare,2020-05-01,2020,0.51
Duraludon,2626,SWSH02: Rebel Clash,213236,Reverse Holofoil,Metal,138/192,Holo Rare,2020-05-01,2020,0.64
Durant,2626,SWSH02: Rebel Clash,213228,Reverse Holofoil,Metal,132/192,Uncommon,2020-05-01,2020,0.18
Durant,2626,SWSH02: Rebel Clash,213228,Normal,Metal,132/192,Uncommon,2020-05-01,2020,0.12
Eiscue,2626,SWSH02: Rebel Clash,213135,Reverse Holofoil,Water,054/192,Holo Rare,2020-05-01,2020,0.47
Eiscue,2626,SWSH02: Rebel Clash,213135,Holofoil,Water,054/192,Holo Rare,2020-05-01,2020,0.26
Eiscue V,2626,SWSH02: Rebel Clash,213136,Holofoil,Water,055/192,Ultra Rare,2020-05-01,2020,0.83
Eldegoss V,2626,SWSH02: Rebel Clash,213091,Holofoil,Grass,019/192,Ultra Rare,2020-05-01,2020,0.85
Eldegoss V Full Art,2626,SWSH02: Rebel Clash,213092,Holofoil,Grass,176/192,Ultra Rare,2020-05-01,2020,1.71
Electabuzz,2626,SWSH02: Rebel Clash,213139,Reverse Holofoil,Lightning,058/192,Common,2020-05-01,2020,0.25
Electabuzz,2626,SWSH02: Rebel Clash,213139,Normal,Lightning,058/192,Common,2020-05-01,2020,0.09
Electivire,2626,SWSH02: Rebel Clash,213140,Reverse Holofoil,Lightning,059/192,Rare,2020-05-01,2020,0.63
Electivire,2626,SWSH02: Rebel Clash,213140,Normal,Lightning,059/192,Rare,2020-05-01,2020,0.18
Electrode,2626,SWSH02: Rebel Clash,213138,Normal,Lightning,057/192,Uncommon,2020-05-01,2020,0.1
Electrode,2626,SWSH02: Rebel Clash,213138,Reverse Holofoil,Lightning,057/192,Uncommon,2020-05-01,2020,0.21
Falinks,2626,SWSH02: Rebel Clash,213200,Reverse Holofoil,Fighting,109/192,Uncommon,2020-05-01,2020,0.22
Falinks,2626,SWSH02: Rebel Clash,213200,Normal,Fighting,109/192,Uncommon,2020-05-01,2020,0.11
Falinks V,2626,SWSH02: Rebel Clash,213201,Holofoil,Fighting,110/192,Ultra Rare,2020-05-01,2020,0.89
Falinks V Full Art,2626,SWSH02: Rebel Clash,213202,Holofoil,Fighting,185/192,Ultra Rare,2020-05-01,2020,2.34
Flapple,2626,SWSH02: Rebel Clash,213095,Holofoil,Grass,022/192,Holo Rare,2020-05-01,2020,0.46
Flapple,2626,SWSH02: Rebel Clash,213095,Reverse Holofoil,Grass,022/192,Holo Rare,2020-05-01,2020,0.63
Frosmoth Secret,2626,SWSH02: Rebel Clash,213287,Holofoil,Water,204/192,Secret Rare,2020-05-01,2020,10.4
Full Heal,2626,SWSH02: Rebel Clash,213262,Normal,Item,159/192,Uncommon,2020-05-01,2020,0.06
Full Heal,2626,SWSH02: Rebel Clash,213262,Reverse Holofoil,Item,159/192,Uncommon,2020-05-01,2020,0.2
Galar Mine,2626,SWSH02: Rebel Clash,213263,Reverse Holofoil,Stadium,160/192,Uncommon,2020-05-01,2020,0.32
Galar Mine,2626,SWSH02: Rebel Clash,213263,Normal,Stadium,160/192,Uncommon,2020-05-01,2020,0.14
Galarian Corsola,2626,SWSH02: Rebel Clash,213164,Reverse Holofoil,Psychic,078/192,Common,2020-05-01,2020,0.26
Galarian Corsola,2626,SWSH02: Rebel Clash,213164,Normal,Psychic,078/192,Common,2020-05-01,2020,0.11
Galarian Cursola,2626,SWSH02: Rebel Clash,213165,Holofoil,Psychic,079/192,Holo Rare,2020-05-01,2020,0.51
Galarian Cursola,2626,SWSH02: Rebel Clash,213165,Reverse Holofoil,Psychic,079/192,Holo Rare,2020-05-01,2020,0.67
Galarian Darmanitan,2626,SWSH02: Rebel Clash,213127,Reverse Holofoil,Water,048/192,Rare,2020-05-01,2020,0.42
Galarian Darmanitan,2626,SWSH02: Rebel Clash,213127,Normal,Water,048/192,Rare,2020-05-01,2020,0.19
Galarian Darumaka,2626,SWSH02: Rebel Clash,213126,Reverse Holofoil,Water,047/192,Common,2020-05-01,2020,0.19
Galarian Darumaka,2626,SWSH02: Rebel Clash,213126,Normal,Water,047/192,Common,2020-05-01,2020,0.06
Galarian Farfetchd,2626,SWSH02: Rebel Clash,213182,Reverse Holofoil,Fighting,094/192,Common,2020-05-01,2020,0.28
Galarian Farfetchd,2626,SWSH02: Rebel Clash,213182,Normal,Fighting,094/192,Common,2020-05-01,2020,0.06
Galarian Meowth,2626,SWSH02: Rebel Clash,213222,Normal,Metal,126/192,Common,2020-05-01,2020,0.12
Galarian Meowth,2626,SWSH02: Rebel Clash,213222,Reverse Holofoil,Metal,126/192,Common,2020-05-01,2020,0.27
Galarian Mr Mime,2626,SWSH02: Rebel Clash,213115,Normal,Water,037/192,Common,2020-05-01,2020,0.08
Galarian Mr Mime,2626,SWSH02: Rebel Clash,213115,Reverse Holofoil,Water,037/192,Common,2020-05-01,2020,0.27
Galarian Mr Rime,2626,SWSH02: Rebel Clash,213116,Reverse Holofoil,Water,038/192,Rare,2020-05-01,2020,0.49
Galarian Mr Rime,2626,SWSH02: Rebel Clash,213116,Normal,Water,038/192,Rare,2020-05-01,2020,0.23
Galarian Perrserker,2626,SWSH02: Rebel Clash,213223,Reverse Holofoil,Metal,127/192,Rare,2020-05-01,2020,0.4
Galarian Perrserker,2626,SWSH02: Rebel Clash,213223,Normal,Metal,127/192,Rare,2020-05-01,2020,0.21
Galarian Perrserker Secret,2626,SWSH02: Rebel Clash,213288,Holofoil,Metal,205/192,Secret Rare,2020-05-01,2020,7.73
Galarian Runerigus,2626,SWSH02: Rebel Clash,213190,Normal,Fighting,102/192,Rare,2020-05-01,2020,0.32
Galarian Runerigus,2626,SWSH02: Rebel Clash,213190,Reverse Holofoil,Fighting,102/192,Rare,2020-05-01,2020,0.6
Galarian Sirfetchd,2626,SWSH02: Rebel Clash,213183,Reverse Holofoil,Fighting,095/192,Holo Rare,2020-05-01,2020,0.47
Galarian Sirfetchd,2626,SWSH02: Rebel Clash,213183,Holofoil,Fighting,095/192,Holo Rare,2020-05-01,2020,0.34
Galarian Weezing,2626,SWSH02: Rebel Clash,213205,Reverse Holofoil,Darkness,113/192,Holo Rare,2020-05-01,2020,0.65
Galarian Weezing,2626,SWSH02: Rebel Clash,213205,Holofoil,Darkness,113/192,Holo Rare,2020-05-01,2020,0.38
Galarian Yamask,2626,SWSH02: Rebel Clash,213189,Normal,Fighting,101/192,Common,2020-05-01,2020,0.14
Galarian Yamask,2626,SWSH02: Rebel Clash,213189,Reverse Holofoil,Fighting,101/192,Common,2020-05-01,2020,0.22
Garbodor,2626,SWSH02: Rebel Clash,213210,Reverse Holofoil,Darkness,118/192,Rare,2020-05-01,2020,0.7
Garbodor,2626,SWSH02: Rebel Clash,213210,Normal,Darkness,118/192,Rare,2020-05-01,2020,0.31
Greedent,2626,SWSH02: Rebel Clash,213252,Reverse Holofoil,Colorless,152/192,Rare,2020-05-01,2020,0.46
Greedent,2626,SWSH02: Rebel Clash,213252,Normal,Colorless,152/192,Rare,2020-05-01,2020,0.22
Grimmsnarl,2626,SWSH02: Rebel Clash,213221,Holofoil,Darkness,125/192,Holo Rare,2020-05-01,2020,0.3
Grimmsnarl,2626,SWSH02: Rebel Clash,213221,Reverse Holofoil,Darkness,125/192,Holo Rare,2020-05-01,2020,0.48
Growlithe,2626,SWSH02: Rebel Clash,213103,Reverse Holofoil,Fire,027/192,Common,2020-05-01,2020,0.32
Growlithe,2626,SWSH02: Rebel Clash,213103,Normal,Fire,027/192,Common,2020-05-01,2020,0.13
Grubbin,2626,SWSH02: Rebel Clash,213086,Normal,Grass,016/192,Common,2020-05-01,2020,0.1
Grubbin,2626,SWSH02: Rebel Clash,213086,Reverse Holofoil,Grass,016/192,Common,2020-05-01,2020,0.31
Gyarados,2626,SWSH02: Rebel Clash,213118,Reverse Holofoil,Water,040/192,Holo Rare,2020-05-01,2020,1.36
Gyarados,2626,SWSH02: Rebel Clash,213118,Holofoil,Water,040/192,Holo Rare,2020-05-01,2020,0.93
Hatenna,2626,SWSH02: Rebel Clash,213169,Reverse Holofoil,Psychic,083/192,Common,2020-05-01,2020,0.24
Hatenna,2626,SWSH02: Rebel Clash,213169,Normal,Psychic,083/192,Common,2020-05-01,2020,0.1
Hatterene,2626,SWSH02: Rebel Clash,213171,Holofoil,Psychic,085/192,Holo Rare,2020-05-01,2020,0.43
Hatterene,2626,SWSH02: Rebel Clash,213171,Reverse Holofoil,Psychic,085/192,Holo Rare,2020-05-01,2020,0.41
Hattrem,2626,SWSH02: Rebel Clash,213170,Normal,Psychic,084/192,Uncommon,2020-05-01,2020,0.14
Hattrem,2626,SWSH02: Rebel Clash,213170,Reverse Holofoil,Psychic,084/192,Uncommon,2020-05-01,2020,0.31
Hawlucha,2626,SWSH02: Rebel Clash,213248,Normal,Colorless,148/192,Uncommon,2020-05-01,2020,0.14
Hawlucha,2626,SWSH02: Rebel Clash,213248,Reverse Holofoil,Colorless,148/192,Uncommon,2020-05-01,2020,0.21
Heatmor,2626,SWSH02: Rebel Clash,213110,Reverse Holofoil,Fire,034/192,Uncommon,2020-05-01,2020,0.22
Heatmor,2626,SWSH02: Rebel Clash,213110,Normal,Fire,034/192,Uncommon,2020-05-01,2020,0.06
Heliolisk,2626,SWSH02: Rebel Clash,213147,Reverse Holofoil,Lightning,064/192,Uncommon,2020-05-01,2020,0.18
Heliolisk,2626,SWSH02: Rebel Clash,213147,Normal,Lightning,064/192,Uncommon,2020-05-01,2020,0.09
Helioptile,2626,SWSH02: Rebel Clash,213146,Reverse Holofoil,Lightning,063/192,Common,2020-05-01,2020,0.17
Helioptile,2626,SWSH02: Rebel Clash,213146,Normal,Lightning,063/192,Common,2020-05-01,2020,0.08
Heracross,2626,SWSH02: Rebel Clash,213076,Reverse Holofoil,Grass,006/192,Uncommon,2020-05-01,2020,0.24
Heracross,2626,SWSH02: Rebel Clash,213076,Normal,Grass,006/192,Uncommon,2020-05-01,2020,0.1
Honedge,2626,SWSH02: Rebel Clash,213229,Reverse Holofoil,Metal,133/192,Common,2020-05-01,2020,0.19
Honedge,2626,SWSH02: Rebel Clash,213229,Normal,Metal,133/192,Common,2020-05-01,2020,0.07
Horror P Energy,2626,SWSH02: Rebel Clash,213283,Reverse Holofoil,Special Energy,172/192,Uncommon,2020-05-01,2020,2.48
Horror P Energy,2626,SWSH02: Rebel Clash,213283,Normal,Special Energy,172/192,Uncommon,2020-05-01,2020,0.35
Impidimp,2626,SWSH02: Rebel Clash,213219,Normal,Darkness,123/192,Common,2020-05-01,2020,0.09
Impidimp,2626,SWSH02: Rebel Clash,213219,Reverse Holofoil,Darkness,123/192,Common,2020-05-01,2020,0.2
Indeedee,2626,SWSH02: Rebel Clash,213174,Normal,Psychic,088/192,Uncommon,2020-05-01,2020,0.09
Indeedee,2626,SWSH02: Rebel Clash,213174,Reverse Holofoil,Psychic,088/192,Uncommon,2020-05-01,2020,0.27
Inteleon V,2626,SWSH02: Rebel Clash,213128,Holofoil,Water,049/192,Ultra Rare,2020-05-01,2020,0.81
Inteleon V Full Art,2626,SWSH02: Rebel Clash,213129,Holofoil,Water,180/192,Ultra Rare,2020-05-01,2020,4.03
Inteleon VMAX,2626,SWSH02: Rebel Clash,213130,Holofoil,Water,050/192,Ultra Rare,2020-05-01,2020,1.63
Inteleon VMAX Secret,2626,SWSH02: Rebel Clash,213131,Holofoil,Water,195/192,Secret Rare,2020-05-01,2020,8.85
Koffing,2626,SWSH02: Rebel Clash,213204,Normal,Darkness,112/192,Common,2020-05-01,2020,0.11
Koffing,2626,SWSH02: Rebel Clash,213204,Reverse Holofoil,Darkness,112/192,Common,2020-05-01,2020,0.23
Lampent,2626,SWSH02: Rebel Clash,213108,Reverse Holofoil,Fire,032/192,Uncommon,2020-05-01,2020,0.27
Lampent,2626,SWSH02: Rebel Clash,213108,Normal,Fire,032/192,Uncommon,2020-05-01,2020,0.13
Litwick,2626,SWSH02: Rebel Clash,213107,Normal,Fire,031/192,Common,2020-05-01,2020,0.12
Litwick,2626,SWSH02: Rebel Clash,213107,Reverse Holofoil,Fire,031/192,Common,2020-05-01,2020,0.24
Lombre,2626,SWSH02: Rebel Clash,213078,Normal,Grass,008/192,Uncommon,2020-05-01,2020,0.14
Lombre,2626,SWSH02: Rebel Clash,213078,Reverse Holofoil,Grass,008/192,Uncommon,2020-05-01,2020,0.25
Lotad,2626,SWSH02: Rebel Clash,213077,Reverse Holofoil,Grass,007/192,Common,2020-05-01,2020,0.29
Lotad,2626,SWSH02: Rebel Clash,213077,Normal,Grass,007/192,Common,2020-05-01,2020,0.1
Ludicolo,2626,SWSH02: Rebel Clash,213079,Reverse Holofoil,Grass,009/192,Rare,2020-05-01,2020,0.47
Ludicolo,2626,SWSH02: Rebel Clash,213079,Normal,Grass,009/192,Rare,2020-05-01,2020,0.25
Luxio,2626,SWSH02: Rebel Clash,213142,Normal,Lightning,061/192,Uncommon,2020-05-01,2020,0.13
Luxio,2626,SWSH02: Rebel Clash,213142,Reverse Holofoil,Lightning,061/192,Uncommon,2020-05-01,2020,0.28
Luxray,2626,SWSH02: Rebel Clash,213143,Holofoil,Lightning,062/192,Holo Rare,2020-05-01,2020,0.38
Luxray,2626,SWSH02: Rebel Clash,213143,Reverse Holofoil,Lightning,062/192,Holo Rare,2020-05-01,2020,0.54
Magikarp,2626,SWSH02: Rebel Clash,213117,Reverse Holofoil,Water,039/192,Common,2020-05-01,2020,2.01
Magikarp,2626,SWSH02: Rebel Clash,213117,Normal,Water,039/192,Common,2020-05-01,2020,0.39
Magmar,2626,SWSH02: Rebel Clash,213105,Normal,Fire,029/192,Common,2020-05-01,2020,0.09
Magmar,2626,SWSH02: Rebel Clash,213105,Reverse Holofoil,Fire,029/192,Common,2020-05-01,2020,0.22
Magmortar,2626,SWSH02: Rebel Clash,213106,Normal,Fire,030/192,Rare,2020-05-01,2020,0.24
Magmortar,2626,SWSH02: Rebel Clash,213106,Reverse Holofoil,Fire,030/192,Rare,2020-05-01,2020,0.53
Malamar V,2626,SWSH02: Rebel Clash,213215,Holofoil,Darkness,121/192,Ultra Rare,2020-05-01,2020,0.95
Malamar V Full Art,2626,SWSH02: Rebel Clash,213216,Holofoil,Darkness,186/192,Ultra Rare,2020-05-01,2020,4.08
Malamar VMAX,2626,SWSH02: Rebel Clash,213217,Holofoil,Darkness,122/192,Ultra Rare,2020-05-01,2020,1.73
Malamar VMAX Secret,2626,SWSH02: Rebel Clash,213218,Holofoil,Darkness,198/192,Secret Rare,2020-05-01,2020,7.77
Mandibuzz,2626,SWSH02: Rebel Clash,213214,Normal,Darkness,120/192,Rare,2020-05-01,2020,0.18
Mandibuzz,2626,SWSH02: Rebel Clash,213214,Reverse Holofoil,Darkness,120/192,Rare,2020-05-01,2020,0.45
Masquerain,2626,SWSH02: Rebel Clash,213081,Normal,Grass,011/192,Uncommon,2020-05-01,2020,0.07
Masquerain,2626,SWSH02: Rebel Clash,213081,Reverse Holofoil,Grass,011/192,Uncommon,2020-05-01,2020,0.25
Medicham,2626,SWSH02: Rebel Clash,213186,Normal,Fighting,098/192,Uncommon,2020-05-01,2020,0.06
Medicham,2626,SWSH02: Rebel Clash,213186,Reverse Holofoil,Fighting,098/192,Uncommon,2020-05-01,2020,0.22
Meditite,2626,SWSH02: Rebel Clash,213185,Normal,Fighting,097/192,Common,2020-05-01,2020,0.09
Meditite,2626,SWSH02: Rebel Clash,213185,Reverse Holofoil,Fighting,097/192,Common,2020-05-01,2020,0.19
Metapod,2626,SWSH02: Rebel Clash,213072,Reverse Holofoil,Grass,002/192,Uncommon,2020-05-01,2020,0.47
Metapod,2626,SWSH02: Rebel Clash,213072,Normal,Grass,002/192,Uncommon,2020-05-01,2020,0.18
Milcery,2626,SWSH02: Rebel Clash,213172,Normal,Psychic,086/192,Common,2020-05-01,2020,0.1
Milcery,2626,SWSH02: Rebel Clash,213172,Reverse Holofoil,Psychic,086/192,Common,2020-05-01,2020,0.28
Milo,2626,SWSH02: Rebel Clash,213264,Normal,Supporter,161/192,Uncommon,2020-05-01,2020,0.08
Milo,2626,SWSH02: Rebel Clash,213264,Reverse Holofoil,Supporter,161/192,Uncommon,2020-05-01,2020,0.17
Milo Full Art,2626,SWSH02: Rebel Clash,213265,Holofoil,Supporter,190/192,Ultra Rare,2020-05-01,2020,3.77
Milo Secret,2626,SWSH02: Rebel Clash,213266,Holofoil,Supporter,201/192,Secret Rare,2020-05-01,2020,5.69
Milotic V,2626,SWSH02: Rebel Clash,213121,Holofoil,Water,043/192,Ultra Rare,2020-05-01,2020,2.86
Milotic V Full Art,2626,SWSH02: Rebel Clash,213122,Holofoil,Water,179/192,Ultra Rare,2020-05-01,2020,10.72
Morgrem,2626,SWSH02: Rebel Clash,213220,Normal,Darkness,124/192,Uncommon,2020-05-01,2020,0.1
Morgrem,2626,SWSH02: Rebel Clash,213220,Reverse Holofoil,Darkness,124/192,Uncommon,2020-05-01,2020,0.17
Morpeko,2626,SWSH02: Rebel Clash,213159,Reverse Holofoil,Lightning,073/192,Uncommon,2020-05-01,2020,0.34
Morpeko,2626,SWSH02: Rebel Clash,213159,Normal,Lightning,073/192,Uncommon,2020-05-01,2020,0.17
Natu,2626,SWSH02: Rebel Clash,213162,Reverse Holofoil,Psychic,076/192,Common,2020-05-01,2020,0.25
Natu,2626,SWSH02: Rebel Clash,213162,Normal,Psychic,076/192,Common,2020-05-01,2020,0.08
Ninetales,2626,SWSH02: Rebel Clash,213100,Reverse Holofoil,Fire,025/192,Rare,2020-05-01,2020,2.13
Ninetales,2626,SWSH02: Rebel Clash,213100,Normal,Fire,025/192,Rare,2020-05-01,2020,0.5
Ninetales V,2626,SWSH02: Rebel Clash,213101,Holofoil,Fire,026/192,Ultra Rare,2020-05-01,2020,2.4
Ninetales V Full Art,2626,SWSH02: Rebel Clash,213102,Holofoil,Fire,177/192,Ultra Rare,2020-05-01,2020,18.82
Nosepass,2626,SWSH02: Rebel Clash,213184,Reverse Holofoil,Fighting,096/192,Common,2020-05-01,2020,0.17
Nosepass,2626,SWSH02: Rebel Clash,213184,Normal,Fighting,096/192,Common,2020-05-01,2020,0.07
Nugget,2626,SWSH02: Rebel Clash,213267,Reverse Holofoil,Item,162/192,Uncommon,2020-05-01,2020,0.17
Nugget,2626,SWSH02: Rebel Clash,213267,Normal,Item,162/192,Uncommon,2020-05-01,2020,0.09
Oleana,2626,SWSH02: Rebel Clash,213268,Reverse Holofoil,Supporter,163/192,Uncommon,2020-05-01,2020,0.21
Oleana,2626,SWSH02: Rebel Clash,213268,Normal,Supporter,163/192,Uncommon,2020-05-01,2020,0.08
Oleana Full Art,2626,SWSH02: Rebel Clash,213269,Holofoil,Supporter,191/192,Ultra Rare,2020-05-01,2020,7.96
Oleana Secret,2626,SWSH02: Rebel Clash,213270,Holofoil,Supporter,202/192,Secret Rare,2020-05-01,2020,6.48
Palossand,2626,SWSH02: Rebel Clash,213168,Normal,Psychic,082/192,Uncommon,2020-05-01,2020,0.06
Palossand,2626,SWSH02: Rebel Clash,213168,Reverse Holofoil,Psychic,082/192,Uncommon,2020-05-01,2020,0.2
Palpitoad,2626,SWSH02: Rebel Clash,213124,Reverse Holofoil,Water,045/192,Uncommon,2020-05-01,2020,0.22
Palpitoad,2626,SWSH02: Rebel Clash,213124,Normal,Water,045/192,Uncommon,2020-05-01,2020,0.08
Pelipper,2626,SWSH02: Rebel Clash,213120,Normal,Water,042/192,Uncommon,2020-05-01,2020,0.08
Pelipper,2626,SWSH02: Rebel Clash,213120,Reverse Holofoil,Water,042/192,Uncommon,2020-05-01,2020,0.3
Phantump,2626,SWSH02: Rebel Clash,213084,Normal,Grass,014/192,Common,2020-05-01,2020,0.11
Phantump,2626,SWSH02: Rebel Clash,213084,Reverse Holofoil,Grass,014/192,Common,2020-05-01,2020,0.22
Pidove,2626,SWSH02: Rebel Clash,213243,Reverse Holofoil,Colorless,143/192,Common,2020-05-01,2020,0.2
Pidove,2626,SWSH02: Rebel Clash,213243,Normal,Colorless,143/192,Common,2020-05-01,2020,0.1
Pincurchin V,2626,SWSH02: Rebel Clash,213158,Holofoil,Lightning,072/192,Ultra Rare,2020-05-01,2020,0.84
Poke Ball,2626,SWSH02: Rebel Clash,213271,Normal,Item,164/192,Uncommon,2020-05-01,2020,0.08
Poke Ball,2626,SWSH02: Rebel Clash,213271,Reverse Holofoil,Item,164/192,Uncommon,2020-05-01,2020,0.22
Probopass,2626,SWSH02: Rebel Clash,213227,Reverse Holofoil,Metal,131/192,Rare,2020-05-01,2020,0.39
Probopass,2626,SWSH02: Rebel Clash,213227,Normal,Metal,131/192,Rare,2020-05-01,2020,0.13
Rillaboom V,2626,SWSH02: Rebel Clash,213087,Holofoil,Grass,017/192,Ultra Rare,2020-05-01,2020,0.98
Rillaboom V Full Art,2626,SWSH02: Rebel Clash,213088,Holofoil,Grass,175/192,Ultra Rare,2020-05-01,2020,2.66
Rillaboom VMAX,2626,SWSH02: Rebel Clash,213089,Holofoil,Grass,018/192,Ultra Rare,2020-05-01,2020,1.96
Rillaboom VMAX Secret,2626,SWSH02: Rebel Clash,213090,Holofoil,Grass,193/192,Secret Rare,2020-05-01,2020,10.5
Rolycoly,2626,SWSH02: Rebel Clash,213193,Normal,Fighting,105/192,Common,2020-05-01,2020,0.06
Rolycoly,2626,SWSH02: Rebel Clash,213193,Reverse Holofoil,Fighting,105/192,Common,2020-05-01,2020,0.22
Sandaconda V,2626,SWSH02: Rebel Clash,213198,Holofoil,Fighting,108/192,Ultra Rare,2020-05-01,2020,0.74
Sandaconda V Full Art,2626,SWSH02: Rebel Clash,213199,Holofoil,Fighting,184/192,Ultra Rare,2020-05-01,2020,1.78
Sandygast,2626,SWSH02: Rebel Clash,213167,Normal,Psychic,081/192,Common,2020-05-01,2020,0.14
Sandygast,2626,SWSH02: Rebel Clash,213167,Reverse Holofoil,Psychic,081/192,Common,2020-05-01,2020,0.36
Scizor,2626,SWSH02: Rebel Clash,213224,Reverse Holofoil,Metal,128/192,Rare,2020-05-01,2020,1.01
Scizor,2626,SWSH02: Rebel Clash,213224,Normal,Metal,128/192,Rare,2020-05-01,2020,0.32
Scoop Up Net,2626,SWSH02: Rebel Clash,213272,Normal,Item,165/192,Uncommon,2020-05-01,2020,0.39
Scoop Up Net,2626,SWSH02: Rebel Clash,213272,Reverse Holofoil,Item,165/192,Uncommon,2020-05-01,2020,1.46
Scoop Up Net Secret,2626,SWSH02: Rebel Clash,213273,Holofoil,Item,207/192,Secret Rare,2020-05-01,2020,4.12
Scyther,2626,SWSH02: Rebel Clash,213074,Reverse Holofoil,Grass,004/192,Common,2020-05-01,2020,0.31
Scyther,2626,SWSH02: Rebel Clash,213074,Normal,Grass,004/192,Common,2020-05-01,2020,0.15
Seismitoad,2626,SWSH02: Rebel Clash,213125,Normal,Water,046/192,Rare,2020-05-01,2020,0.17
Seismitoad,2626,SWSH02: Rebel Clash,213125,Reverse Holofoil,Water,046/192,Rare,2020-05-01,2020,0.51
Shinx,2626,SWSH02: Rebel Clash,213141,Reverse Holofoil,Lightning,060/192,Common,2020-05-01,2020,0.25
Shinx,2626,SWSH02: Rebel Clash,213141,Normal,Lightning,060/192,Common,2020-05-01,2020,0.11
Shuckle,2626,SWSH02: Rebel Clash,213075,Normal,Grass,005/192,Uncommon,2020-05-01,2020,0.17
Shuckle,2626,SWSH02: Rebel Clash,213075,Reverse Holofoil,Grass,005/192,Uncommon,2020-05-01,2020,0.31
Sigilyph,2626,SWSH02: Rebel Clash,213166,Reverse Holofoil,Psychic,080/192,Rare,2020-05-01,2020,0.54
Sigilyph,2626,SWSH02: Rebel Clash,213166,Normal,Psychic,080/192,Rare,2020-05-01,2020,0.18
Skuntank,2626,SWSH02: Rebel Clash,213207,Reverse Holofoil,Darkness,115/192,Uncommon,2020-05-01,2020,0.29
Skuntank,2626,SWSH02: Rebel Clash,213207,Normal,Darkness,115/192,Uncommon,2020-05-01,2020,0.19
Skwovet,2626,SWSH02: Rebel Clash,213251,Reverse Holofoil,Colorless,151/192,Common,2020-05-01,2020,0.24
Skwovet,2626,SWSH02: Rebel Clash,213251,Normal,Colorless,151/192,Common,2020-05-01,2020,0.05
Skyla,2626,SWSH02: Rebel Clash,213274,Normal,Supporter,166/192,Uncommon,2020-05-01,2020,0.16
Skyla,2626,SWSH02: Rebel Clash,213274,Reverse Holofoil,Supporter,166/192,Uncommon,2020-05-01,2020,0.71
Snorlax,2626,SWSH02: Rebel Clash,213241,Reverse Holofoil,Colorless,141/192,Rare,2020-05-01,2020,1.51
Snorlax,2626,SWSH02: Rebel Clash,213241,Normal,Colorless,141/192,Rare,2020-05-01,2020,0.41
Snover,2626,SWSH02: Rebel Clash,213082,Normal,Grass,012/192,Common,2020-05-01,2020,0.09
Snover,2626,SWSH02: Rebel Clash,213082,Reverse Holofoil,Grass,012/192,Common,2020-05-01,2020,0.23
Sonia,2626,SWSH02: Rebel Clash,213275,Reverse Holofoil,Supporter,167/192,Uncommon,2020-05-01,2020,0.73
Sonia,2626,SWSH02: Rebel Clash,213275,Normal,Supporter,167/192,Uncommon,2020-05-01,2020,0.09
Sonia Full Art,2626,SWSH02: Rebel Clash,213276,Holofoil,Supporter,192/192,Ultra Rare,2020-05-01,2020,19.93
Sonia Secret,2626,SWSH02: Rebel Clash,213277,Holofoil,Supporter,203/192,Secret Rare,2020-05-01,2020,13.01
Speed L Energy,2626,SWSH02: Rebel Clash,213284,Normal,Special Energy,173/192,Uncommon,2020-05-01,2020,0.22
Speed L Energy,2626,SWSH02: Rebel Clash,213284,Reverse Holofoil,Special Energy,173/192,Uncommon,2020-05-01,2020,1.19
Spiritomb,2626,SWSH02: Rebel Clash,213208,Reverse Holofoil,Darkness,116/192,Rare,2020-05-01,2020,0.75
Spiritomb,2626,SWSH02: Rebel Clash,213208,Normal,Darkness,116/192,Rare,2020-05-01,2020,0.35
Stonjourner,2626,SWSH02: Rebel Clash,213203,Holofoil,Fighting,111/192,Holo Rare,2020-05-01,2020,0.25
Stonjourner,2626,SWSH02: Rebel Clash,213203,Reverse Holofoil,Fighting,111/192,Holo Rare,2020-05-01,2020,0.48
Stufful,2626,SWSH02: Rebel Clash,213249,Reverse Holofoil,Colorless,149/192,Common,2020-05-01,2020,0.32
Stufful,2626,SWSH02: Rebel Clash,213249,Normal,Colorless,149/192,Common,2020-05-01,2020,0.14
Stunky,2626,SWSH02: Rebel Clash,213206,Normal,Darkness,114/192,Common,2020-05-01,2020,0.14
Stunky,2626,SWSH02: Rebel Clash,213206,Reverse Holofoil,Darkness,114/192,Common,2020-05-01,2020,0.27
Surskit,2626,SWSH02: Rebel Clash,213080,Normal,Grass,010/192,Common,2020-05-01,2020,0.06
Surskit,2626,SWSH02: Rebel Clash,213080,Reverse Holofoil,Grass,010/192,Common,2020-05-01,2020,0.18
Tool Scrapper,2626,SWSH02: Rebel Clash,213278,Reverse Holofoil,Item,168/192,Uncommon,2020-05-01,2020,0.6
Tool Scrapper,2626,SWSH02: Rebel Clash,213278,Normal,Item,168/192,Uncommon,2020-05-01,2020,0.17
Tool Scrapper Secret,2626,SWSH02: Rebel Clash,213279,Holofoil,Item,208/192,Secret Rare,2020-05-01,2020,19.27
